latitude,longitude,Name,Owner_Current,Contact,Status,YearClosed,Names_Prior_Manual,Names_Prior_Directory,Owner_Prior,MillType,Feedstock,Products,Species,LogDiamMIN,Phone,City,State,Zip,RecordEditor,Source,,PrimaryKey
36.416918,-121.315902,Redwood Empire,,,Closed,1992,Sequoia Forest Products,,,Sawmill,Logs,Lumber,,,,Soledad,CA,,Rick Satomi,Random Lengths,,9105
38.90448023,-121.3070281,SPI Lincoln Sawmill,Sierra Pacific Industries,,Open,,Bohemia,,Bohemia,Sawmill,Logs,Lumber,,,(916) 645-1631,Lincoln,CA,95648,Larry Swan,,,9002
40.30330794,-121.2413703,Collins Chester Sawmill,Collins Pine Company,Jay C. Francis Forest Manager,Open,,Collins Pine Co,,,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Incense Cedar, true fir, Hemlock, Sugar Pine",,(530) 258-2413,Chester,CA,96020,Larry Swan,Random Lengths,,9036
38.801777,-121.218444,SierraPine Rocklin MDF,,,Liquidated,,Sierra Pine Ltd,,,Composite Panel,Sawdust / Shavings / Chips,MDF,,,(916) 624-2473,Rocklin,CA,95677,Larry Swan,,,9101
40.896022,-121.179221,Little Valley Lumber (Trin-Co Forest Products),,,Closed,1983,,,,Sawmill,Logs,,,,,Little Valley,CA,,,,,9230
40.893913,-121.175403,State Box Company,,,Closed,1976,,,,Sawmill,Logs,,,,,Little Valley,CA,,,,,9231
41.121416,-121.143839,WIPE adin lumber,,,Closed,1989,,,,Sawmill,Logs,Lumber,,,,Bieber,CA,,Rick Satomi,Random Lengths,,9021
41.131333,-121.136074,Big Valley Lumber Company,Bruce Mains,,Closed,2001,,,,Sawmill,Logs,Lumber,,,,Bieber,CA,96009,Rick Satomi,Random Lengths,,9022
39.238323,-121.089604,Kubich Lumber Co,Tom Rowe Mill Manager,,Open,,,,,Sawmill,Logs,Lumber,"Incense Cedar, Sugar Pine",,(530) 272-8540,Grass Valley,CA,95945,Rick Satomi,"Montana Dataset 2,012",,9058
38.931531,-121.089078,Di Giorgio Corporation (Auburn),,,Closed,1974,Cal Ida Lumber,,,Sawmill,Logs,,,,,Auburn,CA,,,http://california-hardwood-producers.tumblr.com/post/52390129678/the-old-cal-ida-lumber-mill-that-is-now-california,,9139
39.424614,-121.066995,Sierra Mountain Mills,,,Closed,1996,,,,Sawmill,Logs,Lumber,,,,North San Juan/Camptonville,CA,,Rick Satomi,Random Lengths,,9080
39.424094,-121.066485,Sierra Mountain Mills,,,Closed,1995,,,,Sawmill,Logs,,,,,North San Juan,CA,,,,,9239
40.023359,-121.06528,High Sierra Pine Mills,,,Closed,1971,,,,Sawmill,Logs,,,,,Twain,CA,,,,,9276
38.605372,-121.057521,Wetsel-Oviatt Lumber,,,Closed,1987,Golden State building Products,,,Sawmill,Logs,,,,,El Dorado Hills,CA,,,,,9147
39.246695,-121.028033,Robinson Timber,,,Closed,1978,,,,Sawmill,Logs,,,,,Grass Valley,CA,95945,,,,9216
39.210572,-121.016481,Bohemia *,,,Closed,1992,,,,Sawmill,Logs,Lumber,,,,Grass Valley,CA,,Rick Satomi,Random Lengths,,9057
39.267159,-121.014941,Cedar Creek Horse Logging & Milling Inc.,David Vertin President,,Open,,,,,Sawmill,Logs,Lumber,,,530 265-8778,Nevada City,CA,95959,Rick Satomi,"Montana Dataset 2,012",,9078
38.194106,-120.977912,Snyder Lumber,,,Closed,1987,,,,Sawmill,Logs,,,,,Wallace,CA,,,,,9283
40.147467,-120.96181,Louisiana Pacific (Oroville),,,Closed,1981,Cheney California Lumber Company,,,Sawmill,Logs,,,,,Greenville,CA,,,,,9149
41.199896,-120.941497,Big Valley Lumber,,,Closed,1994,Edgerton Lumber Co,,,Sawmill,Logs,,,,,Adin,CA,,,,,9136
39.941512,-120.915373,Siskiyou Plumas Lumber,,,Closed,1996,,,,Sawmill,Logs,Lumber,,,,Quincy,CA,,Rick Satomi,Random Lengths,,9091
39.93866858,-120.9112616,SPI Quincy Sawmill,Sierra Pacific Industries,,Open,,Sierra Pacific Industries - Quincy Station,,,Sawmill,Logs,Lumber,,,(530) 283-2820,Quincy,CA,95971,Larry Swan,,,9090
40.094476,-120.910126,Louisiana Pacific (SIerra Division),,,Closed,1987,,,,Sawmill,Logs,,,,,Crescent Mills,CA,,,,,9195
41.444029,-120.870942,Pacific Rim Forest Products,,,Closed,2002,,,,Sawmill,Logs,Lumber,,,,Canby,CA,,Rick Satomi,Random Lengths,,9031
37.489468,-120.845266,Snider Lumber,,,Closed,1993,Snider Lumber,,Snider Lumber,Sawmill,Logs,Lumber,,,,Turlock,CA,,Rick Satomi,Random Lengths,,9116
38.680212,-120.844795,El Dorado Northern Corp,,,Inactive,,,,,Small Production Mill,Logs,Lumber,,,530-622-0940,El Dorado,CA,95623,Larry Swan,Contact,,9046
39.019667,-120.830309,Georgia Pacific,,,Closed,1994,American Forest Products,,American Forest Products,Sawmill,Logs,Lumber,,,,Foresthill,CA,,Rick Satomi,Random Lengths,,9048
38.367368,-120.808209,Georgia Pacific,??,,Closed,1998,American Forest Products,,American Forest Products,Sawmill,Logs,Lumber,,,,Martell/Jackson,CA,,Rick Satomi,Random Lengths,,9070
38.379883,-120.798731,SierraPine Martell Particleboard,"SierraPine, Affiliate of Timber Products Company",Jim Foster Manager,Open,,Sierra Pine Ltd,,,Composite Panel,Sawdust / Shavings / Chipa,Particleboard,,,(209) 223-1690,Martell,CA,95642,Larry Swan,,,9112
38.737954,-120.754462,Cornett Lumber Company,,,Closed,1991,,,,Sawmill,Logs,Lumber,,,,Placerville/Smith Flat,CA,,Rick Satomi,Random Lengths,,9088
38.738067,-120.752848,Placerville Lumber Company,,,Closed,1972,,,,Sawmill,Logs,,,,,Smithflat,CA,,,,,9269
39.863124,-120.72771,SPI Sloat Sawmill,Sierra Pacific Industries,,Closed,1992,"DG Shelter Products, Feather River Lumber",,,Sawmill,Logs,Lumber,,,,Cromberg,CA,,Rick Satomi,Random Lengths,,9156
38.79857,-120.722425,Brunswick Timber Products (Grass Valley),,,Closed,1987,,,,Sawmill,Logs,,,,,Grass Valley,CA,95945,,,,9214
38.738874,-120.681931,SPI Camino Sawmill,Sierra Pacific Industries,,Closed,,Michigan California Lumber Company,,Michigan California,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Incense Cedar, Hemlock, Sugar Pine",,(530) 644-2311,Camino,CA,95709,Larry Swan,,,9030
40.408382,-120.648294,SPI Susanville Sawmill,Sierra Pacific Industries,,Closed,2005,,,,Sawmill,Logs,Lumber,,,,Susanville,CA,,Rick Satomi,Random Lengths,,9110
40.412303,-120.639541,Paul Bunyan Lumber (Susanville),,,Closed,1972,,,,Sawmill,Logs,,,,,Susanville,CA,,,,,9273
40.40031,-120.622419,Susanville Forest Products,,,Closed,1994,,,,Sawmill,Logs,Lumber,,,,Susanville,CA,,Rick Satomi,Random Lengths,,9111
40.401479,-120.621615,Coin Lumber,,,Closed,1980,Susanville Lumber,,,Sawmill,Logs,,,,,Susanville,CA,,,,,9157
41.485402,-120.57697,WTD Industries,,,Closed,1992,,,,Sawmill,Logs,Lumber,,,,Alturas,CA,,Rick Satomi,Random Lengths,,9005
38.581136,-120.565476,Wetsel-Oviatt Lumber,,,Closed,1974,,,,Sawmill,Logs,,,,,Omo Ranch,CA,,,,,9242
38.445875,-120.529679,P&M Pioneer Mill,,,Closed,2000,,,,Sawmill,Logs,Lumber,,,,Pioneer,CA,,Rick Satomi,Random Lengths,,9087
38.379808,-120.529139,American Forest Products (Wilseyville),,,Closed,1971,,,,Sawmill,Logs,,,,,Wilseyville,CA,,,,,9287
37.83790896,-120.5063675,SPI Keystone Plant,Sierra Pacific Industries,Kristin Taylor Plant Accountant,Open,,"Sierra Pacific Industries, Keystone, Louisiana pacific (Jamestown)",,,Bark Processor,Bark,Bark Products,,,,Jamestown,CA,96019,Larry Swan,,,9063
37.83896858,-120.5037001,California Wood Shavings,"American Wood Fibers, Inc.","Mark Medearis, VP",Open,,California Wood Shavings,,,Whole Log Shaver,Logs,Shavings,pine,,209) 984-1150,Jamestown,CA,95327,Larry Swan,,,9062
37.88282739,-120.4536966,SPI Chinese Camp Sawmill,Sierra Pacific Industries,,Open,,Sierra Pacific Industries,,Fibreboard,Sawmill,Logs,Fence Boards,"IC, WF",,(209) 984-5241,Chinese Camp,CA,95309,Larry Swan,,,9037
39.624336,-120.435078,Holstrom Lumber,,,Closed,1987,,,,Sawmill,Logs,,,,,Sattley,CA,,,,,9264
37.971532,-120.374556,Whitt Manufacturing Company,,,Closed,1987,,,,Sawmill,Logs,,,,,Sonora,CA,,,,,9271
38.043786,-120.344941,"Hatler and Company, Vernon E.",,,Closed,1986,,,,Sawmill,Logs,,,,,Sonora,CA,,,,,9270
37.96333505,-120.3174788,SPI Sonora Sawmill,Sierra Pacific Industries,,Open,,"Fibreboard, Louisiana Pacific",,,Sawmill,Logs,Lumber,"Douglas-fir, Ponderosa Pine, Incense Cedar, Hemlock, Sugar Pine",,(209) 588-0673,Sonora,CA,95370,Larry Swan,,,9107
38.002344,-120.263451,Deutschman Lumber Co.,Bob Deutschman Owner,,Closed,1999,,,,Sawmill,Logs,Lumber,,,(209) 532-5770,Sonora,CA,,Rick Satomi,"Montana Dataset 2,012",,9106
39.669485,-120.240116,SPI Loyalton Sawmill,,,Closed,2002,,,,Sawmill,Logs,Lumber,,,,Loyalton,CA,,Rick Satomi,Random Lengths,,9068
41.532792,-120.182516,Surprise Valley Lumber Co.,,,Closed,1996,,,,Sawmill,Logs,Lumber,,,,Cedarville,CA,,Rick Satomi,Random Lengths,,9035
39.330244,-120.180058,Louisiana Pacific (Truckee),Louisiana Pacific,,Closed,1990,Fibreboard,,,Sawmill,Logs,Lumber,,,,Truckee,CA,,Rick Satomi,Random Lengths,,9115
36.918092,-119.973046,Norby Lumber Co.,,,Closed,1996,,,,Sawmill,Logs,Lumber,,,,Madera,CA,,Rick Satomi,Random Lengths,,9069
37.565468,-119.861224,Scott Lumber,,,Closed,1978,,,,Sawmill,Logs,,,,,Mariposa,CA,,,,,9234
36.871047,-119.747674,Emmert Forest Products,,,Closed,1975,,,,Sawmill,Logs,,,,,Clovis ,CA,,,address associated with workorder for truck parts. now housing development,,9188
36.816843,-119.745069,Wickes Forest Industries (Fresno),,,Closed,1982,Emert Forest Products,,,Sawmill,Logs,,,,,Fresno,CA,,,,,9148
37.331078,-119.658176,American Forest Products/Bendix Forest Products (Oakhurst),,,Closed,1982,,,,Sawmill,Logs,,,,,Oakhurst,CA,,,,,9240
37.234574,-119.493647,Sequoia Forest Products,,,Closed,1995,,,,Sawmill,Logs,Lumber,,,,North Fork,CA,,Rick Satomi,Random Lengths,,9079
37.066082,-119.492324,Sequoia Forest Products,,,Closed,1995,,,,Sawmill,Logs,Lumber,,,,Auberry,CA,,Rick Satomi,Random Lengths,,9019
36.569581,-119.418984,Sequoia Forest Products,,,Closed,2001,,,,Sawmill,Logs,Lumber,,,,Dinuba/Reedley,CA,,Rick Satomi,Random Lengths,,9045
37.021679,-119.401732,Yancey Lumber Company,,,Closed,1974,,,,Sawmill,Logs,,,,,Tollhouse,CA,,,,,9274
36.194776,-119.343654,Lampe Lumber,,,Closed,1972,,,,Sawmill,Logs,,,,,Tulare,CA,,,,,9275
37.064993,-119.164668,Bendix Forest Products,,,Closed,1983,American Forest Products (Dinkey Creek),,,Sawmill,Logs,,,,,Dinkey Creek,CA,,,,,9145
35.95409644,-119.0489178,Sierra Forest Products Sawmill,,Larry  Duysen Logging Supt.,Open,,Sierra Forest Products,,,Sawmill,Logs,Lumber,"PP, WF, SP, LPP, IC",,(559) 535-4893,Terra Bella,CA,93270,Larry Swan,,,9113
35.97497,-118.536671,American Forest Products,,,Closed,1980,,,,Sawmill,Logs,,,,,Johnsondale,CA,,,,,9224
35.842606,-117.870542,Louisiana Pacific (Inyokern),Louisiana Pacific,,Closed,1990,,,,Sawmill,Logs,Lumber,,,,Inyokern/Pearsonville,CA,,Rick Satomi,Random Lengths,,9061
34.252006,-117.24117,Twin Peaks Timber Products,,,Closed,1983,,,,Sawmill,Logs,,,,,Twin Peaks,CA,,,,,9279
34.088776,-117.189339,Golden Bear Forest Products,,,Closed,1987,Big Bear Timber Company,,,Sawmill,Logs,,,,,Redlands,CA,,,,,9154
34.110925,-117.188417,McKeen Sawmill,,,Closed,1971,,,,Sawmill,Logs,,,,,Highland,CA,,,,,9220
33.925539,-116.968097,Priority Pallets Sawmill,"Commercial Lumber and Pallet Company, City of Industry",Kathleen Dietrich VP,Open,,Priority Pallets Sawmill,,,Sawmill,Logs,Lumber,"PP, SP, WF",,909-376-8647,Beaumont,CA,92223,Larry Swan,,,9020
